"SEGMENTID","STREET","DIRECTION","FROM_STREET","TO_STREET","LENGTH"," STREET_HEADING"," CURRENT_SPEED"," LAST_UPDATED"
"272","87th","WB","Racine","Ashland","0.5","W","-1","2026-01-29 03:20:34.0"
"556","Cermak","WB","Halsted","Racine","0.5","W","-1","2026-01-29 03:20:34.0"
"786","Peterson","WB","Central Park","Pulaski","0.5","W","-1","2026-01-29 03:20:35.0"
"1301","Jackson","EB","Wacker","Michigain","0.63","W","-1","2026-01-29 03:20:36.0"
"777","Peterson","EB","Pulaski","Central Park","0.5","W","-1","2026-01-29 03:20:35.0"
"582","Lake Shore Dr","NW","I-55 Expy","18th","0.65","S","-1","2026-01-29 03:20:34.0"
"474","95th","WB","Torrence","Jeffery","0.8","E","-1","2026-01-29 03:20:35.0"
"70","Pulaski","SB","59th","63rd","0.5","S","-1","2026-01-29 03:20:33.0"
"270","87th","WB","Damen","Western","0.5","W","-1","2026-01-29 03:20:34.0"
"382","Western","SB","51st","55th","0.5","S","-1","2026-01-29 03:20:34.0"
"1272","Madison","EB","Racine","Halsted","0.5","E","19","2026-01-29 03:20:35.0"
"102","Ashland","NB","79th","71st","1.0","S","20","2026-01-29 03:20:33.0"
"1125","Cicero","NB","Pershing","31st","1.00806841738","S","-1","2026-01-29 03:20:35.0"
"254","87th","EB","California","Western","0.5","W","-1","2026-01-29 03:20:34.0"
"1188","Clark","NB","Ashland","Ridge","0.155005646273","N","19","2026-01-29 03:20:37.0"
"31","Pulaski","NB","59th","55th","0.5","S","-1","2026-01-29 03:20:33.0"
"145","Ashland","SB","Pershing","43rd","0.5","S","-1","2026-01-29 03:20:32.0"
"499","Archer","EB","Pulaski","47th","0.62","S","-1","2026-01-29 03:20:35.0"
"1205","Halsted","NB","76th","71st","0.62","S","-1","2026-01-29 03:20:35.0"
"1273","Madison","WB","Racine","Ashland","0.5","W","19","2026-01-29 03:20:35.0"
"874","LaSalle","NB","Division","North Ave","0.5","N","-1","2026-01-29 03:20:36.0"
"61","Pulaski","SB","99th","103rd","0.5","S","-1","2026-01-29 03:20:33.0"
"184","87th","EB","Pulaski","Central Park","0.49","W","-1","2026-01-29 03:20:33.0"
"648","Cicero","SB","Fullerton","Armitage","0.5","N","-1","2026-01-29 03:20:35.0"
"136","Ashland","SB","79th","83rd","0.5","S","34","2026-01-29 03:20:32.0"
"317","Irving Park","WB","Sheridan","Clark","0.39","W","-1","2026-01-29 03:20:34.0"
"445","79th","EB","Western","Damen","0.49","W","35","2026-01-29 03:20:33.0"
"250","55th","EB","Laramie","Cicero","0.54","W","-1","2026-01-29 03:20:35.0"
"312","Irving Park","WB","California","Kedzie","0.49","W","-1","2026-01-29 03:20:34.0"
"541","Cermak","EB","Racine","Halsted","0.5","W","-1","2026-01-29 03:20:34.0"
"567","Cicero","NB","59th","55th","0.6","S","29","2026-01-29 03:20:34.0"
"85","Pulaski","SB","Division","Chicago","0.5","N","29","2026-01-29 03:20:33.0"
"101","Ashland","NB","83rd","79th","0.5","S","20","2026-01-29 03:20:33.0"
"378","Western","SB","67th","71st","0.5","S","-1","2026-01-29 03:20:34.0"
"214","Roosevelt","EB","Central","Laramie","0.5","W","-1","2026-01-29 03:20:34.0"
"131","Ashland","NB","Foster","Bryn Mawr","0.5","N","-1","2026-01-29 03:20:32.0"
"652","Cicero","SB","Irving Park","Addison","0.5","N","-1","2026-01-29 03:20:35.0"
"362","Western","NB","Addison","Irving Park","0.5","N","27","2026-01-29 03:20:34.0"
"26","Pulaski","NB","83rd","79th","0.5","S","-1","2026-01-29 03:20:33.0"
"627","Cicero","NB","Belmont","Addison","0.5","N","-1","2026-01-29 03:20:35.0"
"1290","Chicago","WB","Halsted","Milwaukee","0.4","W","-1","2026-01-29 03:20:36.0"
"112","Ashland","NB","35th","Archer","0.5","S","27","2026-01-29 03:20:33.0"
"407","Western","SB","Bryn Mawr","Foster","0.5","N","21","2026-01-29 03:20:34.0"
"1036","Wacker","WB","LaSalle","Franklin","0.15","W","-1","2026-01-29 03:20:35.0"
"904","Michigan","NB","Roosevelt","Congress","0.57","S","31","2026-01-29 03:20:35.0"
"96","Pulaski","SB","Bryn Mawr","Foster","0.5","N","-1","2026-01-29 03:20:33.0"
"79","Pulaski","SB","16th","Cermak","0.5","S","22","2026-01-29 03:20:33.0"
"674","Ramp To Cermak Rd","NB","31st","26th","0.5","S","-1","2026-01-29 03:20:35.0"
"947","Milwaukee","SE","Devon","Peterson","0.61","N","-1","2026-01-29 03:20:36.0"
"1250","Halsted","SB","35th","Pershing","0.5","S","-1","2026-01-29 03:20:36.0"
"625","Cicero","NB","Fullerton","Diversey","0.5","N","-1","2026-01-29 03:20:35.0"
"594","Lake Shore Dr","NW","North Ave","Fullerton","1.05","N","-1","2026-01-29 03:20:34.0"
"77","Pulaski","SB","26th","31st","0.5","S","27","2026-01-29 03:20:33.0"
"1219","Halsted","NB","16th","Roosevelt","0.5","S","18","2026-01-29 03:20:37.0"
"1242","Halsted","SB","67th","71st","0.5","S","-1","2026-01-29 03:20:36.0"
"787","Peterson","WB","Jersey","Central Park","0.39","W","-1","2026-01-29 03:20:35.0"
"243","Roosevelt","WB","Clark","Jefferson","0.6","W","31","2026-01-29 03:20:34.0"
"288","Irving Park","EB","Kostner","Pulaski","0.53","W","-1","2026-01-29 03:20:35.0"
"385","Western","SB","Pershing","43rd","0.5","S","-1","2026-01-29 03:20:34.0"
"118","Ashland","NB","Washington","Grand","0.53","N","-1","2026-01-29 03:20:33.0"
"53","Pulaski","NB","Irving Park","Elston","0.4","N","-1","2026-01-29 03:20:33.0"
"402","Western","SB","Addison","Belmont","0.5","N","-1","2026-01-29 03:20:34.0"
"937","Milwaukee","SE","Fullerton","Armitage","0.79","N","-1","2026-01-29 03:20:36.0"
"1063","Washington","WB","Ashland","Damen","0.5","W","-1","2026-01-29 03:20:36.0"
"141","Ashland","SB","55th","59th","0.5","S","-1","2026-01-29 03:20:32.0"
"35","Pulaski","NB","43rd","I-55 Expy","0.53","S","-1","2026-01-29 03:20:33.0"
"291","Irving Park","EB","Kedzie","California","0.49","W","-1","2026-01-29 03:20:33.0"
"427","95th","EB","Racine","Halsted","0.5","W","-1","2026-01-29 03:20:33.0"
"134","Ashland","SB","87th","91st","0.5","S","33","2026-01-29 03:20:32.0"
"1055","Randolph","WB","Lake Shore Dr","Columbus","0.32","E","-1","2026-01-29 03:20:36.0"
"265","87th","WB","Pulaski","Kostner","0.5","W","-1","2026-01-29 03:20:34.0"
"861","Illinois","EB","LaSalle","State","0.23","W","-1","2026-01-29 03:20:36.0"
"93","Pulaski","SB","Elston","Irving Park","0.4","N","-1","2026-01-29 03:20:33.0"
"1037","Wacker","WB","State","LaSalle","0.23","E","14","2026-01-29 03:20:35.0"
"345","Western","NB","Pershing","Archer","0.2","S","25","2026-01-29 03:20:34.0"
"416","79th","WB","Pulaski","Kostner","0.5","W","-1","2026-01-29 03:20:33.0"
"1226","Halsted","NB","North Ave","Armitage","0.5","N","-1","2026-01-29 03:20:36.0"
"45","Pulaski","NB","Chicago","Division","0.5","N","21","2026-01-29 03:20:33.0"
"469","95th","WB","Dr Martin L King Jr","Michigan","0.33","E","33","2026-01-29 03:20:35.0"
"154","Ashland","SB","Chicago","Grand","0.35","N","-1","2026-01-29 03:20:32.0"
"260","87th","EB","Dan Ryan Expy","Dr Martin L King Jr","0.53","E","25","2026-01-29 03:20:34.0"
"531","Cermak","EB","City Boundary","Kostner","0.25","W","-1","2026-01-29 03:20:35.0"
"1056","Randolph","WB","Columbus","Michigan","0.19","E","-1","2026-01-29 03:20:36.0"
"262","87th","EB","Cottage Grove","Stony Island","1.0","E","-1","2026-01-29 03:20:34.0"
"618","Lake Shore Dr","SB","Grand Ave","Randolph","0.51","N","-1","2026-01-29 03:20:35.0"
"913","Michigan","SB","Cermak","26th","0.5","S","-1","2026-01-29 03:20:35.0"
"448","79th","EB","Racine","Halsted","0.5","W","-1","2026-01-29 03:20:33.0"
"231","Roosevelt","WB","Cicero","Laramie","0.5","W","-1","2026-01-29 03:20:34.0"
"318","Irving Park","WB","Clarendon","Sheridan","0.24","W","-1","2026-01-29 03:20:34.0"
"615","Lake Shore Dr","SB","Monroe","Balbo","0.53","N","-1","2026-01-29 03:20:35.0"
"955","Ohio","EB","LaSalle","State","0.23","W","-1","2026-01-29 03:20:36.0"
"137","Ashland","SB","71st","79th","1.0","S","32","2026-01-29 03:20:32.0"
"151","Ashland","SB","Harrison","Roosevelt","0.5","S","32","2026-01-29 03:20:32.0"
"388","Western","SB","Cermak","31st","0.9","S","18","2026-01-29 03:20:34.0"
"463","95th","WB","Damen","Western","0.48","W","-1","2026-01-29 03:20:35.0"
"97","Pulaski","SB","Peterson","Bryn Mawr","0.5","N","-1","2026-01-29 03:20:33.0"
"892","Lake Shore Dr","SE","Addison","Belmont","0.62","N","-1","2026-01-29 03:20:35.0"
"327","Western","NB","111th","107th","0.5","S","-1","2026-01-29 03:20:34.0"
"343","Western","NB","47th","43rd","0.5","S","28","2026-01-29 03:20:34.0"
"719","Dr Martin L King Jr","SB","24th","26th","0.26","S","-1","2026-01-29 03:20:35.0"
"623","Cicero","NB","North Ave","Armitage","0.5","N","-1","2026-01-29 03:20:35.0"
"1306","Clark","NB","Roosevelt","Harrison","0.5","S","-1","2026-01-29 03:20:37.0"
"762","Harlem","NB","63rd","59th","0.51","S","-1","2026-01-29 03:20:35.0"
"1297","State","SB","Chicago","Wacker","0.68","N","-1","2026-01-29 03:20:37.0"
"37","Pulaski","NB","31st","26th","0.5","S","21","2026-01-29 03:20:33.0"
"945","Milwaukee","SE","Bryn Mawr","Foster","0.61","N","-1","2026-01-29 03:20:36.0"
"686","Dr Martin L King Jr","NB","83rd","79th","0.5","S","-1","2026-01-29 03:20:35.0"
"697","Dr Martin L King Jr","NB","Pershing","35th","0.5","S","-1","2026-01-29 03:20:35.0"
"1152","Harlem","NB","Chicago","North Ave","1.00706228728","N","-1","2026-01-29 03:20:37.0"
"248","55th","EB","Austin","Central","0.5","W","-1","2026-01-29 03:20:35.0"
"19","Pulaski","NB","111th","107th","0.5","S","-1","2026-01-29 03:20:33.0"
"292","Irving Park","EB","California","Western","0.5","W","-1","2026-01-29 03:20:33.0"
"363","Western","NB","Irving Park","Montrose","0.5","N","27","2026-01-29 03:20:34.0"
"20","Pulaski","NB","107th","103rd","0.5","S","-1","2026-01-29 03:20:33.0"
"586","Lake Shore Dr","NB","Balbo","Monroe","0.53","S","34","2026-01-29 03:20:34.0"
"926","Milwaukee","NW","Kinzie","Chicago","0.76","N","-1","2026-01-29 03:20:35.0"
"511","Archer","WB","Cicero","Laramie","0.51","S","-1","2026-01-29 03:20:35.0"
"256","87th","EB","Damen","Ashland","0.5","W","-1","2026-01-29 03:20:34.0"
"1230","Halsted","NB","Belmont","Addison","0.5","N","-1","2026-01-29 03:20:36.0"
"854","Higgins","SE","Central","Milwaukee","0.33","W","-1","2026-01-29 03:20:36.0"
"55","Pulaski","NB","Lawrence","Foster","0.5","N","-1","2026-01-29 03:20:33.0"
"566","Cicero","NB","63rd","59th","0.41","S","-1","2026-01-29 03:20:34.0"
"375","Western","SB","79th","83rd","0.5","S","-1","2026-01-29 03:20:34.0"
"175","Garfield","WB","Damen","Western","0.5","W","-1","2026-01-29 03:20:32.0"
"193","North","EB","Ashland","Elston","0.28","W","20","2026-01-29 03:20:33.0"
"189","North","EB","Kedzie","California","0.51","W","-1","2026-01-29 03:20:33.0"
"558","Cermak","WB","State","Stewart","0.5","E","-1","2026-01-29 03:20:34.0"
"442","79th","EB","Central Park","Kedzie","0.48","W","-1","2026-01-29 03:20:33.0"
"465","95th","WB","Racine","Ashland","0.5","W","23","2026-01-29 03:20:35.0"
"683","Dr Martin L King Jr","NB","95th","91st","0.51","S","-1","2026-01-29 03:20:35.0"
"75","Pulaski","SB","I-55 Expy","43rd","0.53","S","32","2026-01-29 03:20:33.0"
"322","North","EB","Narragansett","Austin","0.48","W","-1","2026-01-29 03:20:34.0"
"304","Irving Park","WB","Austin","Narragansett","0.5","W","-1","2026-01-29 03:20:34.0"
"257","87th","EB","Ashland","Racine","0.5","W","-1","2026-01-29 03:20:34.0"
"54","Pulaski","NB","Elston","Lawrence","0.6","N","-1","2026-01-29 03:20:33.0"
"838","Harlem","SB","Grand","Armitage","0.54","N","-1","2026-01-29 03:20:36.0"
"693","Dr Martin L King Jr","NB","Garfield","51st","0.51","S","-1","2026-01-29 03:20:35.0"
"1298","LaSalle","NB","Jackson","Wacker","0.6","N","21","2026-01-29 03:20:37.0"
"707","Dr Martin L King Jr","SB","71st","75th","0.5","S","-1","2026-01-29 03:20:35.0"
"194","North","EB","Elston","Halsted","0.72","W","23","2026-01-29 03:20:33.0"
"848","Harlem","SB","Touhy","Pratt","0.5","N","-1","2026-01-29 03:20:36.0"
"1264","Halsted","SB","Diversey","Fullerton","0.5","N","-1","2026-01-29 03:20:36.0"
"1","55th","EB","Pulaski","Central Park","0.5","W","-1","2026-01-29 03:20:33.0"
"323","North","EB","Austin","Central","0.51","W","-1","2026-01-29 03:20:34.0"
"685","Dr Martin L King Jr","NB","87th","83rd","0.5","S","-1","2026-01-29 03:20:35.0"
"525","Caldwell","SE","Devon","Central","0.15","N","-1","2026-01-29 03:20:35.0"
"806","Stony Island","NB","59th","57th","0.25","S","-1","2026-01-29 03:20:36.0"
"521","Archer","WB","Cermak","Halsted","0.72","S","-1","2026-01-29 03:20:35.0"
"882","LaSalle","SB","Clark","North Ave","0.12","N","-1","2026-01-29 03:20:36.0"
"1185","Broadway","SB","Devon","Hollywood","0.882967917563","N","-1","2026-01-29 03:20:37.0"
"1263","Halsted","SB","Fullerton","Armitage","0.5","N","-1","2026-01-29 03:20:36.0"
"540","Cermak","EB","Ashland","Racine","0.5","W","-1","2026-01-29 03:20:34.0"
"673","Cumberland","SB","Kennedy Expy","Lawrence","1.2","N","-1","2026-01-29 03:20:35.0"
"78","Pulaski","SB","Cermak","26th","0.5","S","21","2026-01-29 03:20:33.0"
"219","Roosevelt","EB","Central Park","Kedzie","0.5","W","-1","2026-01-29 03:20:34.0"
"289","Irving Park","EB","Pulaski","Central Park","0.5","W","-1","2026-01-29 03:20:35.0"
"709","Dr Martin L King Jr","SB","63rd","67th","0.5","S","-1","2026-01-29 03:20:35.0"
"528","Caldwell","NW","Devon","Mendota","0.96","N","-1","2026-01-29 03:20:35.0"
"1259","Halsted","SB","Chicago","Grand","0.35","N","-1","2026-01-29 03:20:36.0"
"487","111th","WB","Stewart","Halsted","0.48","W","-1","2026-01-29 03:20:35.0"
"63","Pulaski","SB","91st","95th","0.5","S","-1","2026-01-29 03:20:33.0"
"28","Pulaski","NB","71st","67th","0.5","S","-1","2026-01-29 03:20:33.0"
"867","Jefferson","NB","Madison","Randolph","0.35","N","-1","2026-01-29 03:20:36.0"
"640","Cicero","SB","Pershing","43rd","0.49","S","-1","2026-01-29 03:20:35.0"
"1241","Halsted","SB","71st","76th","0.62","S","29","2026-01-29 03:20:36.0"
"200","North","WB","Laramie","Central","0.51","W","-1","2026-01-29 03:20:33.0"
"1258","Halsted","SB","Grand","Madison","0.65","N","-1","2026-01-29 03:20:36.0"
"1287","Chicago","EB","LaSalle","Michigan","0.43","W","26","2026-01-29 03:20:36.0"
"485","111th","WB","Racine","Vincennes","0.41","W","-1","2026-01-29 03:20:35.0"
"651","Cicero","SB","Addison","Belmont","0.5","N","-1","2026-01-29 03:20:35.0"
"1257","Halsted","SB","Madison","Harrison","0.52","N","-1","2026-01-29 03:20:36.0"
"217","Roosevelt","EB","Kostner","Pulaski","0.5","W","-1","2026-01-29 03:20:34.0"
"1238","Halsted","SB","83rd","87th","0.5","S","-1","2026-01-29 03:20:36.0"
"1052","Washington","EB","Racine","Halsted","0.47","W","14","2026-01-29 03:20:36.0"
"40","Pulaski","NB","16th","Roosevelt","0.5","S","22","2026-01-29 03:20:33.0"
"972","Pershing","EB","Dr Martin L King Jr","Cottage Grove","0.52","E","-1","2026-01-29 03:20:36.0"
"1291","Chicago","EB","Milwaukee","Halsted","0.4","W","-1","2026-01-29 03:20:36.0"
"326","North","EB","Cicero","Kostner","0.5","W","-1","2026-01-29 03:20:34.0"
"338","Western","NB","67th","63rd","0.5","S","-1","2026-01-29 03:20:34.0"
"352","Western","NB","Washington","Grand","0.52","N","-1","2026-01-29 03:20:34.0"
"845","Harlem","SB","Peterson","Bryn Mawr","0.5","N","-1","2026-01-29 03:20:36.0"
"124","Ashland","NB","Fullerton","Diversey","0.5","N","-1","2026-01-29 03:20:33.0"
"1003","Touhy","EB","Western","Ridge","0.36","W","-1","2026-01-29 03:20:36.0"
"119","Ashland","NB","Grand","Chicago","0.35","N","-1","2026-01-29 03:20:33.0"
"328","Western","NB","107th","103rd","0.5","S","-1","2026-01-29 03:20:34.0"
"773","Milwaukee","NW","Irving Park","Montrose","0.62","N","-1","2026-01-29 03:20:35.0"
"914","Michigan","SB","16th","Cermak","0.18","S","-1","2026-01-29 03:20:35.0"
"502","Archer","EB","California","Western","0.64","S","-1","2026-01-29 03:20:35.0"
"87","Pulaski","SB","North Ave","Grand","0.5","N","30","2026-01-29 03:20:33.0"
"795","Ridge","WB","Hollywood","Peterson","0.63","W","-1","2026-01-29 03:20:36.0"
"68","Pulaski","SB","67th","71st","0.5","S","-1","2026-01-29 03:20:33.0"
"634","Cicero","SB","63rd","67th","0.5","S","-1","2026-01-29 03:20:35.0"
"191","North","EB","Western","Damen","0.5","W","-1","2026-01-29 03:20:33.0"
"628","Cicero","NB","Addison","Irving Park","0.5","N","-1","2026-01-29 03:20:35.0"
"419","79th","WB","State","Vincennes","0.49","E","26","2026-01-29 03:20:33.0"
"769","Harlem","NB","Belmont","Addison","0.5","N","23","2026-01-29 03:20:35.0"
"1090","130th","WB","I-94 Expy","Indiana","1.53562368359","E","37","2026-01-29 03:20:36.0"
"498","Archer","EB","Kostner","Pulaski","0.52","S","28","2026-01-29 03:20:35.0"
"1050","Warren","EB","Ashland","Ogden","0.11","W","-1","2026-01-29 03:20:35.0"
"537","Cermak","EB","California","Western","0.5","W","-1","2026-01-29 03:20:34.0"
"545","Cermak","EB","State","Michigan","0.07","E","-1","2026-01-29 03:20:34.0"
"290","Irving Park","EB","Central Park","Kedzie","0.51","W","-1","2026-01-29 03:20:33.0"
"302","Irving Park","WB","Oak Park","Harlem","0.56","W","-1","2026-01-29 03:20:34.0"
"1134","Cicero","SB","Roosevelt","Cermak","1.01614769431","S","-1","2026-01-29 03:20:37.0"
"815","Stony Island","SB","63rd","67th","0.5","S","10","2026-01-29 03:20:36.0"
"533","Cermak","EB","Pulaski","Central Park","0.5","W","-1","2026-01-29 03:20:34.0"
"379","Western","SB","63rd","67th","0.5","S","-1","2026-01-29 03:20:34.0"
"21","Pulaski","NB","103rd","99th","0.5","S","-1","2026-01-29 03:20:33.0"
"1198","Halsted","NB","103rd","99th","0.5","S","-1","2026-01-29 03:20:35.0"
"770","Harlem","NB","Addison","Forest Preserve Ave","0.59","N","24","2026-01-29 03:20:35.0"
"515","Archer","WB","Kedzie","47th","0.66","S","31","2026-01-29 03:20:35.0"
"538","Cermak","EB","Western","Damen","0.5","W","-1","2026-01-29 03:20:34.0"
"823","Torrence","NB","103rd","99th","0.5","S","-1","2026-01-29 03:20:36.0"
"408","Western","SB","Peterson","Bryn Mawr","0.5","N","-1","2026-01-29 03:20:34.0"
"178","Garfield","WB","Halsted","Racine","0.5","W","-1","2026-01-29 03:20:33.0"
"244","Roosevelt","WB","Lake Shore Dr","Clark","0.6","E","23","2026-01-29 03:20:34.0"
"1172","Harlem","SB","Gunnison","Forest Preserve Ave","1.00284393152","N","-1","2026-01-29 03:20:37.0"
"544","Cermak","EB","Michigan","Dr Martin L King Jr","0.31","E","-1","2026-01-29 03:20:34.0"
"949","Washington","WB","Western","California","0.5","W","-1","2026-01-29 03:20:36.0"
"554","Cermak","WB","Ashland","Damen","0.51","W","-1","2026-01-29 03:20:34.0"
"1296","State","NB","Wacker","Chicago","0.68","N","-1","2026-01-29 03:20:37.0"
"551","Cermak","WB","California","Kedzie","0.5","W","-1","2026-01-29 03:20:34.0"
"491","Monterey","SE","111th","Vincennes","0.48","S","-1","2026-01-29 03:20:35.0"
"106","Ashland","NB","59th","55th","0.5","S","-1","2026-01-29 03:20:33.0"
"873","LaSalle","NB","Chicago","Division","0.5","N","-1","2026-01-29 03:20:36.0"
"413","79th","EB","Cottage Grove","Woodlawn","0.5","E","20","2026-01-29 03:20:34.0"
"247","55th","EB","Narragansett","Austin","0.5","W","-1","2026-01-29 03:20:35.0"
"1202","Halsted","NB","87th","83rd","0.5","S","-1","2026-01-29 03:20:35.0"
"1100","Cermak","EB","Central","Cicero","1.0","W","-1","2026-01-29 03:20:36.0"
"606","Lake Shore Dr","SE","47th","51st","0.68","S","-1","2026-01-29 03:20:34.0"
"405","Western","SB","Lawrence","Montrose","0.5","N","22","2026-01-29 03:20:34.0"
"694","Dr Martin L King Jr","NB","51st","47th","0.5","S","-1","2026-01-29 03:20:35.0"
"584","Lake Shore Dr","NE","Roosevelt","Balbo","0.41","N","19","2026-01-29 03:20:34.0"
"441","79th","EB","Pulaski","Central Park","0.51","W","-1","2026-01-29 03:20:33.0"
"1031","Wacker","EB","Michigan","Lake Shore Dr","0.54","E","-1","2026-01-29 03:20:35.0"
"884","LaSalle","WB","Lake Shore Dr","Stockton","0.28","E","-1","2026-01-29 03:20:36.0"
"281","Irving Park","EB","Harlem","Oak Park","0.56","W","-1","2026-01-29 03:20:35.0"
"381","Western","SB","55th","59th","0.5","S","-1","2026-01-29 03:20:34.0"
"486","111th","WB","Halsted","Racine","0.5","W","-1","2026-01-29 03:20:35.0"
"903","Michigan","NB","16th","Roosevelt","0.49","S","25","2026-01-29 03:20:35.0"
"583","Lake Shore Dr","NW","18TH","Roosevelt","0.67","S","42","2026-01-29 03:20:34.0"
"390","Western","SB","Roosevelt","18th","0.63","S","26","2026-01-29 03:20:34.0"
"602","Lake Shore Dr","NW","Foster","Hollywood","0.64","N","-1","2026-01-29 03:20:34.0"
"1054","Washington","EB","Wacker","Michigan","0.64","W","24","2026-01-29 03:20:36.0"
"564","Cicero","NB","72nd","67th","0.64","S","-1","2026-01-29 03:20:34.0"
"753","Ewing","NB","96th","95th","0.13","S","-1","2026-01-29 03:20:35.0"
"843","Harlem","SB","Foster","Gunnison","0.5","N","-1","2026-01-29 03:20:36.0"
"576","Cicero","NB","Chicago","Division","0.51","N","-1","2026-01-29 03:20:34.0"
"296","Irving Park","EB","Clark","Sheridan","0.39","W","-1","2026-01-29 03:20:34.0"
"226","Roosevelt","EB","Halsted","Jefferson","0.25","W","-1","2026-01-29 03:20:34.0"
"1189","Clark","SB","Ridge","Ashland","0.155005646273","N","-1","2026-01-29 03:20:37.0"
"970","Pershing","EB","Dan Ryan Expy","State","0.38","W","-1","2026-01-29 03:20:36.0"
"351","Western","NB","Van Buren","Washington","0.47","S","-1","2026-01-29 03:20:34.0"
"1240","Halsted","SB","76th","79th","0.38","S","27","2026-01-29 03:20:36.0"
"888","Lake Shore Dr","NW","51st","47th","0.68","S","-1","2026-01-29 03:20:36.0"
"1255","Halsted","SB","Roosevelt","16th","0.5","S","27","2026-01-29 03:20:36.0"
"834","Harlem","SB","59th","63rd","0.51","S","-1","2026-01-29 03:20:36.0"
"353","Western","NB","Grand","Chicago","0.35","N","-1","2026-01-29 03:20:34.0"
"624","Cicero","NB","Armitage","Fullerton","0.5","N","-1","2026-01-29 03:20:35.0"
"424","95th","EB","Western","Damen","0.48","W","-1","2026-01-29 03:20:33.0"
"480","111th","EB","Halsted","Stewart","0.48","W","-1","2026-01-29 03:20:35.0"
"508","Archer","WB","Austin","Narragansett","0.51","S","-1","2026-01-29 03:20:35.0"
"94","Pulaski","SB","Lawrence","Elston","0.6","N","-1","2026-01-29 03:20:33.0"
"172","55th","WB","Kedzie","Central Park","0.5","W","25","2026-01-29 03:20:32.0"
"331","Western","NB","95th","91st","0.5","S","-1","2026-01-29 03:20:34.0"
"358","Western","NB","Fullerton","Kennedy Expy","0.2","N","25","2026-01-29 03:20:34.0"
"1104","Cermak","WB","Cicero","Central","1.0","W","26","2026-01-29 03:20:36.0"
"650","Cicero","SB","Belmont","Diversey","0.5","N","-1","2026-01-29 03:20:35.0"
"1256","Halsted","SB","Harrison","Roosevelt","0.5","S","-1","2026-01-29 03:20:36.0"
"866","Jefferson","NB","Harrison","Madison","0.51","S","-1","2026-01-29 03:20:36.0"
"207","North","WB","Western","California","0.49","W","-1","2026-01-29 03:20:33.0"
"339","Western","NB","63rd","59th","0.5","S","-1","2026-01-29 03:20:34.0"
"871","LaSalle","NB","Wacker","Grand","0.32","N","-1","2026-01-29 03:20:36.0"
"415","79th","WB","Kostner","Cicero","0.5","W","-1","2026-01-29 03:20:33.0"
"805","Stony Island","NB","63rd","59th","0.5","S","-1","2026-01-29 03:20:36.0"
"150","Ashland","SB","Roosevelt","18th","0.6","S","31","2026-01-29 03:20:32.0"
"526","Caldwell","SE","Central","Edens Expy","0.79","N","-1","2026-01-29 03:20:35.0"
"1286","Chicago","WB","Michigan","LaSalle","0.43","W","-1","2026-01-29 03:20:36.0"
"714","Dr Martin L King Jr","SB","43rd","47th","0.5","S","-1","2026-01-29 03:20:35.0"
"48","Pulaski","NB","North Ave","Armitage","0.5","N","23","2026-01-29 03:20:33.0"
"481","111th","EB","Stewart","Michigan","0.61","W","-1","2026-01-29 03:20:35.0"
"155","Ashland","SB","Milwaukee","Chicago","0.55","N","-1","2026-01-29 03:20:32.0"
"138","Ashland","SB","67th","71st","0.5","S","36","2026-01-29 03:20:32.0"
"204","North","WB","Central Park","Pulaski","0.49","W","-1","2026-01-29 03:20:33.0"
"796","Stony Island","NB","103rd","95th","1.01","S","-1","2026-01-29 03:20:36.0"
"1062","Washington","WB","1550 West","Ashland","0.1","W","-1","2026-01-29 03:20:36.0"
"4","55th","EB","California","Western","0.5","W","25","2026-01-29 03:20:33.0"
"357","Western","NB","Milwaukee","Fullerton","0.55","N","26","2026-01-29 03:20:34.0"
"644","Cicero","SB","Chicago","Kinzie","0.49","N","-1","2026-01-29 03:20:35.0"
"1260","Halsted","SB","Division","Chicago","0.5","N","-1","2026-01-29 03:20:36.0"
"439","79th","EB","Cicero","Kostner","0.5","W","-1","2026-01-29 03:20:33.0"
"100","Ashland","NB","87th","83rd","0.5","S","23","2026-01-29 03:20:33.0"
"153","Ashland","SB","Grand","Washington","0.53","N","-1","2026-01-29 03:20:32.0"
"911","Michigan","NB","Ohio","Lake Shore Dr Michigan Entrance Ramp","0.84","N","-1","2026-01-29 03:20:35.0"
"775","Peterson","EB","Cicero","Kostner","0.51","W","-1","2026-01-29 03:20:35.0"
"162","Ashland","SB","Irving Park","Addison","0.5","N","-1","2026-01-29 03:20:32.0"
"329","Western","NB","103rd","99th","0.5","S","-1","2026-01-29 03:20:34.0"
"878","LaSalle","SB","Grand","Wacker","0.32","N","-1","2026-01-29 03:20:36.0"
"57","Pulaski","NB","Bryn Mawr","Peterson","0.5","N","-1","2026-01-29 03:20:33.0"
"455","79th","WB","Vincennes","Halsted","0.5","W","26","2026-01-29 03:20:34.0"
"121","Ashland","NB","Milwaukee","North Ave","0.45","N","20","2026-01-29 03:20:33.0"
"941","Milwaukee","SE","Irving Park","Addison","0.78","N","-1","2026-01-29 03:20:36.0"
"572","Cicero","NB","Roosevelt","Harrison","0.5","S","-1","2026-01-29 03:20:34.0"
"763","Harlem","NB","59th","Archer","0.5","S","-1","2026-01-29 03:20:35.0"
"170","55th","WB","Pulaski","Kostner","0.5","W","-1","2026-01-29 03:20:32.0"
"780","Peterson","EB","California","Western","0.49","W","-1","2026-01-29 03:20:35.0"
