"SEGMENTID","STREET","DIRECTION","FROM_STREET","TO_STREET","LENGTH"," STREET_HEADING"," CURRENT_SPEED"," LAST_UPDATED"
"305","Irving Park","WB","Central","Austin","0.5","W","-1","2026-01-29 03:20:34.0"
"315","Irving Park","WB","Ashland","Damen","0.5","W","-1","2026-01-29 03:20:34.0"
"1197","Halsted","NB","107th","103rd","0.5","S","-1","2026-01-29 03:20:35.0"
"549","Cermak","WB","Trumball","Central Park","0.2","W","-1","2026-01-29 03:20:34.0"
"195","North","EB","Halsted","LaSalle","0.78","W","25","2026-01-29 03:20:33.0"
"691","Dr Martin L King Jr","NB","63rd","59th","0.51","S","-1","2026-01-29 03:20:35.0"
"1200","Halsted","NB","95th","91st","0.5","S","-1","2026-01-29 03:20:35.0"
"129","Ashland","NB","Montrose","Lawrence","0.5","N","-1","2026-01-29 03:20:32.0"
"211","North","WB","Halsted","Elston","0.72","W","-1","2026-01-29 03:20:34.0"
"306","Irving Park","WB","Laramie","Central","0.5","W","-1","2026-01-29 03:20:34.0"
"410","79th","EB","Vincennes","State","0.49","W","26","2026-01-29 03:20:34.0"
"149","Ashland","SB","18th","Cermak","0.4","S","18","2026-01-29 03:20:32.0"
"1101","Cermak","EB","Cicero","City Boundary","0.246436741944","W","-1","2026-01-29 03:20:36.0"
"457","95th","EB","Cottage Grove","Woodlawn","0.5","E","33","2026-01-29 03:20:35.0"
"620","Lake Shore Dr","SE","Oak St","Grand","0.69","N","-1","2026-01-29 03:20:35.0"
"547","Cermak","WB","Pulaski","Kostner","0.49","W","23","2026-01-29 03:20:34.0"
"716","Dr Martin L King Jr","SB","35th","Pershing","0.5","S","-1","2026-01-29 03:20:35.0"
"225","Roosevelt","EB","Racine","Halsted","0.5","W","-1","2026-01-29 03:20:34.0"
"944","Milwaukee","SE","Foster","Lawrence","0.65","N","32","2026-01-29 03:20:36.0"
"578","Lake Shore Dr","NW","47th","43rd","0.53","S","-1","2026-01-29 03:20:34.0"
"513","Archer","WB","Pulaski","Kostner","0.52","S","27","2026-01-29 03:20:35.0"
"391","Western","SB","Van Buren","Roosevelt","0.65","S","20","2026-01-29 03:20:34.0"
"894","Lake Shore Dr","SE","Montrose","Irving Park","0.51","N","-1","2026-01-29 03:20:35.0"
"103","Ashland","NB","71st","67th","0.5","S","-1","2026-01-29 03:20:33.0"
"267","87th","WB","Kedzie","Central Park","0.5","W","-1","2026-01-29 03:20:34.0"
"203","North","WB","Pulaski","Kostner","0.51","W","-1","2026-01-29 03:20:33.0"
"446","79th","EB","Damen","Ashland","0.49","W","24","2026-01-29 03:20:33.0"
"702","Dr Martin L King Jr","SB","91st","95th","0.51","S","-1","2026-01-29 03:20:35.0"
"1232","Halsted","SB","107th","111th","0.5","S","-1","2026-01-29 03:20:36.0"
"938","Milwaukee","SE","Diversey","Fullerton","0.79","N","-1","2026-01-29 03:20:36.0"
"771","Harlem","NB","Gunnison","Foster","0.5","N","-1","2026-01-29 03:20:35.0"
"509","Archer","WB","Central","Austin","0.51","S","-1","2026-01-29 03:20:35.0"
"325","North","EB","Laramie","Cicero","0.5","W","-1","2026-01-29 03:20:34.0"
"383","Western","SB","47th","51st","0.5","S","-1","2026-01-29 03:20:34.0"
"1193","Dr Martin L King Jr","SB","Cermak","24th","0.254644034267","S","-1","2026-01-29 03:20:37.0"
"1089","127th","WB","Indiana","Halsted","1.22681017401","E","-1","2026-01-29 03:20:36.0"
"932","Milwaukee","NW","Devon","Touhy","1.2","N","-1","2026-01-29 03:20:36.0"
"503","Archer","EB","Western","Damen","0.63","S","-1","2026-01-29 03:20:35.0"
"1153","Harlem","NB","Forest Preserve Ave","Gunnison","1.00284393152","N","-1","2026-01-29 03:20:37.0"
"255","87th","EB","Western","Damen","0.5","W","-1","2026-01-29 03:20:34.0"
"227","Roosevelt","EB","Jefferson","Clark","0.6","W","-1","2026-01-29 03:20:34.0"
"369","Western","SB","103rd","107th","0.5","S","-1","2026-01-29 03:20:34.0"
"816","Stony Island","SB","59th","63rd","0.5","S","-1","2026-01-29 03:20:36.0"
"756","Ewing","SB","95th","96th","0.13","S","-1","2026-01-29 03:20:35.0"
"887","Lake Shore Dr","NW","55th","51st","0.53","S","-1","2026-01-29 03:20:36.0"
"808","Stony Island","SB","91st","95th","0.5","S","-1","2026-01-29 03:20:36.0"
"235","Roosevelt","WB","Kedzie","Central Park","0.5","W","-1","2026-01-29 03:20:34.0"
"713","Dr Martin L King Jr","SB","47th","51st","0.5","S","-1","2026-01-29 03:20:35.0"
"132","Ashland","NB","Bryn Mawr","Clark","0.23","N","-1","2026-01-29 03:20:32.0"
"186","North","EB","Kostner","Pulaski","0.51","W","-1","2026-01-29 03:20:33.0"
"348","Western","NB","Cermak","18th","0.5","S","-1","2026-01-29 03:20:34.0"
"420","79th","WB","Dr Martin L King Jr","State","0.49","E","-1","2026-01-29 03:20:33.0"
"934","Milwaukee","SE","Division","Chicago","0.75","N","-1","2026-01-29 03:20:36.0"
"600","Lake Shore Dr","NW","Montrose","Lawrence","0.52","N","-1","2026-01-29 03:20:34.0"
"414","79th","EB","Woodlawn","Stony Island","0.49","E","-1","2026-01-29 03:20:34.0"
"831","Harlem","NB","Devon","Pratt","0.46","N","-1","2026-01-29 03:20:36.0"
"158","Ashland","SB","Fullerton","Elston","0.45","N","-1","2026-01-29 03:20:32.0"
"371","Western","SB","95th","99th","0.5","S","-1","2026-01-29 03:20:34.0"
"752","Ewing","NB","Indianapolis","96th","0.59","S","-1","2026-01-29 03:20:35.0"
"1001","Touhy","EB","Kedzie","California","0.47","W","-1","2026-01-29 03:20:36.0"
"377","Western","SB","71st","Columbus Ave","0.37","S","-1","2026-01-29 03:20:34.0"
"1025","Wacker","NB","Madison","Lake","0.26","N","25","2026-01-29 03:20:35.0"
"690","Dr Martin L King Jr","NB","67th","63rd","0.5","S","-1","2026-01-29 03:20:35.0"
"1244","Halsted","SB","59th","63rd","0.5","S","-1","2026-01-29 03:20:36.0"
"817","Stony Island","SB","57th","59th","0.25","S","-1","2026-01-29 03:20:36.0"
"199","North","WB","Central","Austin","0.51","W","-1","2026-01-29 03:20:33.0"
"1234","Halsted","SB","99th","103rd","0.5","S","-1","2026-01-29 03:20:36.0"
"917","Michigan","SB","Roosevelt","16th","0.23","S","-1","2026-01-29 03:20:35.0"
"458","95th","EB","Woodlawn","Stony Island","0.49","E","35","2026-01-29 03:20:35.0"
"319","Irving Park","WB","Lake Shore Dr","Clarendon","0.25","W","-1","2026-01-29 03:20:34.0"
"670","Cumberland","NB","Lawrence","Kennedy Expy","1.2","N","-1","2026-01-29 03:20:35.0"
"1026","Wacker","NB","Lake","Franklin","0.11","N","-1","2026-01-29 03:20:35.0"
"82","Pulaski","SB","Washington","Van Buren","0.46","N","23","2026-01-29 03:20:33.0"
"890","Lake Shore Dr","SB","Diversey","Fullerton","0.51","N","-1","2026-01-29 03:20:35.0"
"800","Stony Island","NB","83rd","79th","0.5","S","-1","2026-01-29 03:20:36.0"
"710","Dr Martin L King Jr","SB","59th","63rd","0.51","S","-1","2026-01-29 03:20:35.0"
"29","Pulaski","NB","67th","63rd","0.5","S","-1","2026-01-29 03:20:33.0"
"65","Pulaski","SB","83rd","87th","0.5","S","-1","2026-01-29 03:20:33.0"
"157","Ashland","SB","Elston","North Ave","0.55","N","-1","2026-01-29 03:20:32.0"
"803","Stony Island","NB","71st","67th","0.5","S","-1","2026-01-29 03:20:36.0"
"1053","Washington","EB","Halsted","Wacker","0.53","W","20","2026-01-29 03:20:36.0"
"1034","Wacker","SB","Lake","Madison","0.26","N","-1","2026-01-29 03:20:35.0"
"842","Harlem","SB","Forest Preserve Ave","Addison","0.59","N","-1","2026-01-29 03:20:36.0"
"92","Pulaski","SB","Irving Park","Milwaukee","0.85","N","35","2026-01-29 03:20:33.0"
"396","Western","SB","North Ave","Division","0.5","N","-1","2026-01-29 03:20:34.0"
"844","Harlem","SB","Bryn Mawr","Foster","0.5","N","-1","2026-01-29 03:20:36.0"
"812","Stony Island","SB","75th","79th","0.5","S","-1","2026-01-29 03:20:36.0"
"976","Pershing","WB","Halsted","Ashland","1.0","W","-1","2026-01-29 03:20:36.0"
"287","Irving Park","EB","Cicero","Kostner","0.47","W","-1","2026-01-29 03:20:35.0"
"171","55th","WB","Central Park","Pulaski","0.5","W","-1","2026-01-29 03:20:32.0"
"967","Pershing","EB","Damen","Ashland","0.5","W","-1","2026-01-29 03:20:36.0"
"412","79th","EB","Dr Martin L King Jr","Cottage Grove","0.5","E","21","2026-01-29 03:20:34.0"
"550","Cermak","WB","Kedzie","Trumball","0.29","W","-1","2026-01-29 03:20:34.0"
"1049","Warren","EB","Damen","Ashland","0.5","W","-1","2026-01-29 03:20:35.0"
"56","Pulaski","NB","Foster","Bryn Mawr","0.5","N","-1","2026-01-29 03:20:33.0"
"739","Milwaukee","NW","Belmont","Addison","0.78","N","-1","2026-01-29 03:20:35.0"
"985","Torrence","SB","107th","112th","0.62","S","-1","2026-01-29 03:20:36.0"
"311","Irving Park","WB","Kedzie","Central Park","0.51","W","-1","2026-01-29 03:20:34.0"
"1227","Halsted","NB","Armitage","Fullerton","0.5","N","-1","2026-01-29 03:20:36.0"
"293","Irving Park","EB","Western","Damen","0.5","W","-1","2026-01-29 03:20:34.0"
"782","Peterson","EB","Damen","Ridge","0.39","W","20","2026-01-29 03:20:35.0"
"41","Pulaski","NB","Roosevelt","Van Buren","0.62","S","26","2026-01-29 03:20:33.0"
"1184","Sheridan","NB","Pratt","Touhy","0.519765416034","N","-1","2026-01-29 03:20:37.0"
"340","Western","NB","59th","55th","0.5","S","-1","2026-01-29 03:20:34.0"
"110","Ashland","NB","43rd","Pershing","0.5","S","28","2026-01-29 03:20:33.0"
"443","79th","EB","Kedzie","California","0.5","W","-1","2026-01-29 03:20:33.0"
"1274","Madison","EB","Ashland","Racine","0.5","E","26","2026-01-29 03:20:35.0"
"1118","111th","WB","Western","Kedzie","1.01775151447","W","-1","2026-01-29 03:20:36.0"
"127","Ashland","NB","Addison","Irving Park","0.5","N","-1","2026-01-29 03:20:32.0"
"552","Cermak","WB","Western","California","0.5","W","-1","2026-01-29 03:20:34.0"
"159","Ashland","SB","Diversey","Fullerton","0.5","N","-1","2026-01-29 03:20:32.0"
"6","Garfield","EB","Damen","Ashland","0.5","W","27","2026-01-29 03:20:33.0"
"9","Garfield","EB","Halsted","Dan Ryan Expy","0.72","W","-1","2026-01-29 03:20:33.0"
"660","Congress","WB","Michigan","State","0.17","E","-1","2026-01-29 03:20:35.0"
"778","Peterson","EB","Central Park","Jersey","0.39","W","-1","2026-01-29 03:20:35.0"
"858","Higgins","NW","Austin","Nagle","0.53","W","-1","2026-01-29 03:20:36.0"
"258","87th","EB","Racine","Halsted","0.5","W","-1","2026-01-29 03:20:34.0"
"555","Cermak","WB","Racine","Ashland","0.5","W","-1","2026-01-29 03:20:34.0"
"708","Dr Martin L King Jr","SB","67th","71st","0.5","S","-1","2026-01-29 03:20:35.0"
"428","95th","EB","Halsted","Wentworth","0.75","W","22","2026-01-29 03:20:33.0"
"759","Grand","WB","Columbus","Michigan","0.2","E","-1","2026-01-29 03:20:35.0"
"1288","Chicago","WB","LaSalle","Halsted","0.77","W","-1","2026-01-29 03:20:36.0"
"1231","Halsted","NB","Addison","Irving Park","0.5","N","-1","2026-01-29 03:20:36.0"
"853","Higgins","SE","Austin","Central","0.58","W","25","2026-01-29 03:20:36.0"
"1308","Harrison","EB","Canal","State","0.6","W","-1","2026-01-29 03:20:37.0"
"505","Archer","EB","Ashland","Halsted","1.19","S","23","2026-01-29 03:20:35.0"
"1082","130th","EB","Indiana","I-94 Expy","1.53562368359","E","-1","2026-01-29 03:20:36.0"
"237","Roosevelt","WB","Western","California","0.5","W","-1","2026-01-29 03:20:34.0"
"622","Lake Shore Dr","SE","North Ave","Division","0.51","N","-1","2026-01-29 03:20:35.0"
"856","Higgins","NW","Oak Park","Harlem","0.56","W","-1","2026-01-29 03:20:36.0"
"389","Western","SB","18th","Cermak","0.37","S","26","2026-01-29 03:20:34.0"
"361","Western","NB","Belmont","Addison","0.5","N","30","2026-01-29 03:20:34.0"
"460","95th","EB","Jeffery","Torrence","0.8","E","-1","2026-01-29 03:20:35.0"
"1254","Halsted","SB","16th","Cermak","0.5","S","23","2026-01-29 03:20:36.0"
"360","Western","NB","Diversey","Belmont","0.5","N","31","2026-01-29 03:20:34.0"
"692","Dr Martin L King Jr","NB","59th","Garfield","0.49","S","-1","2026-01-29 03:20:35.0"
"825","Milwaukee","NW","Lawrence","Foster","0.65","N","-1","2026-01-29 03:20:36.0"
"1283","Fairbanks","SB","Chicago","Illinois","0.4","N","-1","2026-01-29 03:20:34.0"
"653","Cicero","SB","Sunnyside","Irving Park","0.61","N","-1","2026-01-29 03:20:35.0"
"922","Michigan","SB","Ohio","Randolph","0.56","N","-1","2026-01-29 03:20:35.0"
"646","Cicero","SB","North Ave","Division","0.5","N","-1","2026-01-29 03:20:35.0"
"766","Harlem","NB","Armitage","Grand","0.54","N","-1","2026-01-29 03:20:35.0"
"1029","Wacker","EB","State","Michigan","0.19","E","-1","2026-01-29 03:20:35.0"
"516","Archer","WB","California","Kedzie","0.64","S","23","2026-01-29 03:20:35.0"
"366","Western","NB","Foster","Bryn Mawr","0.5","N","30","2026-01-29 03:20:34.0"
"490","111th","WB","Bishop Ford Expy","Cottage Grove","0.57","E","-1","2026-01-29 03:20:35.0"
"208","North","WB","Damen","Western","0.5","W","-1","2026-01-29 03:20:33.0"
"246","Archer","EB","Oak Park","Narragansett","0.5","W","-1","2026-01-29 03:20:34.0"
"587","Lake Shore Dr","NE","Monroe","Randolph","0.3","N","33","2026-01-29 03:20:34.0"
"188","North","EB","Central Park","Kedzie","0.5","W","-1","2026-01-29 03:20:33.0"
"1011","Touhy","WB","Harlem","Oriole","0.5","W","-1","2026-01-29 03:20:35.0"
"718","Dr Martin L King Jr","SB","26th","31st","0.5","S","-1","2026-01-29 03:20:35.0"
"400","Western","SB","Diversey","Kennedy Expy","0.3","N","-1","2026-01-29 03:20:34.0"
"13","Archer","WB","Narragansett","Oak Park","0.5","W","-1","2026-01-29 03:20:33.0"
"64","Pulaski","SB","87th","91st","0.5","S","-1","2026-01-29 03:20:33.0"
"395","Western","SB","Division","Chicago","0.5","N","-1","2026-01-29 03:20:34.0"
"1187","Sheridan","SB","Touhy","Pratt","0.519765416034","N","-1","2026-01-29 03:20:37.0"
"283","Irving Park","EB","Narragansett","Austin","0.5","W","-1","2026-01-29 03:20:35.0"
"1276","Columbus","NB","Roosevelt","Congress","0.57","S","35","2026-01-29 03:20:36.0"
"898","Michigan","NB","31st","26th","0.5","S","26","2026-01-29 03:20:35.0"
"1027","Wacker","EB","Franklin","LaSalle","0.15","W","-1","2026-01-29 03:20:35.0"
"1115","111th","EB","Crawford","Kedzie","1.00727769413","W","-1","2026-01-29 03:20:36.0"
"529","Caldwell","NW","Central","Devon","0.15","N","-1","2026-01-29 03:20:35.0"
"570","Cicero","NB","47th","43rd","0.5","S","-1","2026-01-29 03:20:34.0"
"591","Lake Shore Dr","NW","Grand","Oak St","0.69","N","-1","2026-01-29 03:20:34.0"
"636","Cicero","SB","55th","59th","0.6","S","-1","2026-01-29 03:20:35.0"
"397","Western","SB","Milwaukee","North Ave","0.45","N","-1","2026-01-29 03:20:34.0"
"1251","Halsted","SB","31st","35th","0.5","S","-1","2026-01-29 03:20:36.0"
"38","Pulaski","NB","26th","Cermak","0.5","S","23","2026-01-29 03:20:33.0"
"535","Cermak","EB","Trumball","Kedzie","0.29","W","-1","2026-01-29 03:20:34.0"
"1220","Halsted","NB","Roosevelt","Harrison","0.5","S","-1","2026-01-29 03:20:37.0"
"1199","Halsted","NB","99th","95th","0.5","S","-1","2026-01-29 03:20:35.0"
"1303","Balbo","WB","LakeShore Dr","Michigan","0.52","E","-1","2026-01-29 03:20:37.0"
"611","Lake Shore Dr","SE","18th","Stevenson Expy","0.65","S","55","2026-01-29 03:20:34.0"
"879","LaSalle","SB","Chicago","Grand","0.35","N","-1","2026-01-29 03:20:36.0"
"827","Milwaukee","NW","Bryn Mawr","Peterson","0.61","N","-1","2026-01-29 03:20:36.0"
"8","Garfield","EB","Racine","Halsted","0.5","W","-1","2026-01-29 03:20:33.0"
"542","Cermak","EB","Halsted","Stewart","0.49","W","-1","2026-01-29 03:20:34.0"
"859","Higgins","NW","Central","Austin","0.58","W","-1","2026-01-29 03:20:36.0"
"649","Cicero","SB","Diversey","Fullerton","0.5","N","-1","2026-01-29 03:20:35.0"
"120","Ashland","NB","Chicago","Milwaukee","0.55","N","20","2026-01-29 03:20:33.0"
"881","LaSalle","SB","North Ave","Division","0.5","N","-1","2026-01-29 03:20:36.0"
"569","Cicero","NB","51st","47th","0.5","S","-1","2026-01-29 03:20:34.0"
"321","North","EB","Oak Park","Narragansett","0.5","W","-1","2026-01-29 03:20:34.0"
"1206","Halsted","NB","71st","67th","0.5","S","-1","2026-01-29 03:20:35.0"
"1207","Halsted","NB","67th","63rd","0.5","S","-1","2026-01-29 03:20:35.0"
"883","LaSalle","WB","Stockton","Clark","0.08","W","-1","2026-01-29 03:20:36.0"
"851","Higgins","SE","Oak Park","Nagle","0.47","W","-1","2026-01-29 03:20:36.0"
"1183","Sheridan","NB","Devon","Pratt","0.519240794275","N","-1","2026-01-29 03:20:37.0"
"478","111th","EB","Vincennes","Racine","0.41","W","-1","2026-01-29 03:20:35.0"
"1307","Clark","SB","Harrison","Roosevelt","0.5","S","-1","2026-01-29 03:20:37.0"
"88","Pulaski","SB","Armitage","North Ave","0.5","N","27","2026-01-29 03:20:33.0"
"316","Irving Park","WB","Clark","Ashland","0.34","W","-1","2026-01-29 03:20:34.0"
"497","Archer","EB","Cicero","Kostner","0.51","S","27","2026-01-29 03:20:35.0"
"706","Dr Martin L King Jr","SB","75th","79th","0.5","S","-1","2026-01-29 03:20:35.0"
"454","79th","WB","Halsted","Racine","0.5","W","26","2026-01-29 03:20:34.0"
"252","55th","EB","Kostner","Pulaski","0.5","W","-1","2026-01-29 03:20:34.0"
"1103","Cermak","WB","Central","Ridgeland","1.0","W","-1","2026-01-29 03:20:36.0"
"332","Western","NB","91st","87th","0.5","S","-1","2026-01-29 03:20:34.0"
"364","Western","NB","Montrose","Lawrence","0.5","N","-1","2026-01-29 03:20:34.0"
"373","Western","SB","87th","91st","0.5","S","-1","2026-01-29 03:20:34.0"
"404","Western","SB","Montrose","Irving Park","0.5","N","24","2026-01-29 03:20:34.0"
"835","Harlem","SB","Archer","59th","0.5","S","-1","2026-01-29 03:20:36.0"
"810","Stony Island","SB","83rd","87th","0.5","S","-1","2026-01-29 03:20:36.0"
"592","Lake Shore Dr","NW","Oak St","Division","0.32","N","-1","2026-01-29 03:20:34.0"
"968","Pershing","EB","Ashland","Halsted","1.0","W","-1","2026-01-29 03:20:36.0"
"418","79th","WB","Kedzie","Central Park","0.48","W","-1","2026-01-29 03:20:33.0"
"74","Pulaski","SB","43rd","47th","0.5","S","30","2026-01-29 03:20:33.0"
"1302","Balbo","EB","Michigan","Lake Shore Dr","0.52","E","23","2026-01-29 03:20:36.0"
"1173","Indiana","NB","130th","127th","0.297679101353","S","-1","2026-01-29 03:20:37.0"
"492","Monterey","NW","Vincennes","111th","0.48","S","-1","2026-01-29 03:20:35.0"
"642","Cicero","SB","Madison","Harrison","0.51","S","-1","2026-01-29 03:20:35.0"
"342","Western","NB","51st","47th","0.5","S","27","2026-01-29 03:20:34.0"
"568","Cicero","NB","55th","51st","0.51","S","31","2026-01-29 03:20:34.0"
"580","Lake Shore Dr","NW","Oakwood","31st","1.0","S","-1","2026-01-29 03:20:34.0"
"1218","Halsted","NB","Cermak","16th","0.5","S","21","2026-01-29 03:20:37.0"
"1018","Touhy","WB","California","Kedzie","0.47","W","-1","2026-01-29 03:20:35.0"
"790","Peterson","WB","Damen","Western","0.5","W","-1","2026-01-29 03:20:36.0"
"784","Peterson","WB","Kostner","Cicero","0.51","W","-1","2026-01-29 03:20:35.0"
"548","Cermak","WB","Central Park","Pulaski","0.5","W","23","2026-01-29 03:20:34.0"
"49","Pulaski","NB","Armitage","Fullerton","0.5","N","18","2026-01-29 03:20:33.0"
"527","Caldwell","NW","Mendota","Touhy","0.59","N","-1","2026-01-29 03:20:35.0"
"811","Stony Island","SB","79th","83rd","0.5","S","-1","2026-01-29 03:20:36.0"
"76","Pulaski","SB","31st","I-55 Expy","0.95","S","31","2026-01-29 03:20:33.0"
"936","Milwaukee","SE","Armitage","North Ave","0.75","N","-1","2026-01-29 03:20:36.0"
"828","Harlem","NB","Foster","Bryn Mawr","0.5","N","-1","2026-01-29 03:20:36.0"
"496","Archer","EB","Laramie","Cicero","0.51","S","-1","2026-01-29 03:20:36.0"
"1033","Wacker","SB","Madison","Van Buren","0.35","N","-1","2026-01-29 03:20:35.0"
"943","Milwaukee","SE","Lawrence","Montrose","0.59","N","-1","2026-01-29 03:20:36.0"
"273","87th","WB","Halsted","Racine","0.5","W","27","2026-01-29 03:20:34.0"
"1243","Halsted","SB","63rd","67th","0.5","S","-1","2026-01-29 03:20:36.0"
"1178","57th","EB","Stony Island","Lake Shore Dr","0.3745","E","-1","2026-01-29 03:20:37.0"
"1223","Halsted","NB","Grand","Chicago","0.35","N","-1","2026-01-29 03:20:36.0"
"25","Pulaski","NB","87th","83rd","0.5","S","-1","2026-01-29 03:20:33.0"
"977","Pershing","WB","Dan Ryan Expy","Halsted","0.8","W","-1","2026-01-29 03:20:36.0"
"114","Ashland","NB","Cermak","18th","0.4","S","24","2026-01-29 03:20:33.0"
"232","Roosevelt","WB","Kostner","Cicero","0.5","W","-1","2026-01-29 03:20:34.0"
"84","Pulaski","SB","Chicago","Lake","0.68","N","28","2026-01-29 03:20:34.0"
"222","Roosevelt","EB","Western","Damen","0.5","W","-1","2026-01-29 03:20:34.0"
"571","Cicero","NB","43rd","Pershing","0.49","S","-1","2026-01-29 03:20:34.0"
"559","Cermak","WB","Dr Martin L King Jr","Michigan","0.31","E","-1","2026-01-29 03:20:34.0"
"824","Milwaukee","NW","Montrose","Lawrence","0.59","N","-1","2026-01-29 03:20:36.0"
"875","LaSalle","NB","North Ave","Clark","0.12","N","-1","2026-01-29 03:20:36.0"
"900","Michigan","NB","Cermak","16th","0.51","S","33","2026-01-29 03:20:35.0"
"238","Roosevelt","WB","Damen","Western","0.5","W","-1","2026-01-29 03:20:34.0"
"335","Western","NB","79th","Columbus Ave","0.63","S","-1","2026-01-29 03:20:34.0"
"1215","Halsted","NB","35th","31st","0.5","S","-1","2026-01-29 03:20:37.0"
"320","North","EB","Harlem","Oak Park","0.56","W","-1","2026-01-29 03:20:34.0"
"1116","111th","EB","Kedzie","Western","1.01775151447","W","-1","2026-01-29 03:20:36.0"
"758","Grand","WB","Michigan","State","0.2","E","-1","2026-01-29 03:20:35.0"
"504","Archer","EB","Damen","Ashland","0.63","S","-1","2026-01-29 03:20:35.0"
"372","Western","SB","91st","95th","0.5","S","-1","2026-01-29 03:20:34.0"
"1214","Halsted","NB","Pershing","35th","0.5","S","-1","2026-01-29 03:20:37.0"
"946","Milwaukee","SE","Peterson","Bryn Mawr","0.61","N","-1","2026-01-29 03:20:36.0"
"89","Pulaski","SB","Fullerton","Armitage","0.5","N","20","2026-01-29 03:20:33.0"
"144","Ashland","SB","43rd","47th","0.5","S","-1","2026-01-29 03:20:32.0"
"1038","Wacker","WB","Michigan","State","0.19","E","-1","2026-01-29 03:20:35.0"
"268","87th","WB","California","Kedzie","0.51","W","-1","2026-01-29 03:20:34.0"
"91","Pulaski","SB","Milwaukee","Diversey","0.65","N","26","2026-01-29 03:20:33.0"
"814","Stony Island","SB","67th","71st","0.5","S","23","2026-01-29 03:20:36.0"
"1170","Harlem","SB","Chicago","Madison","1.00590031083","N","-1","2026-01-29 03:20:37.0"
"116","Ashland","NB","Roosevelt","Harrison","0.5","S","-1","2026-01-29 03:20:33.0"
"12","Archer","WB","Oak Park","Harlem","0.5","W","-1","2026-01-29 03:20:33.0"
"765","Harlem","NB","North Ave","Armitage","0.51","N","-1","2026-01-29 03:20:35.0"
"632","Cicero","SB","72nd","79th","0.88","S","-1","2026-01-29 03:20:35.0"
"50","Pulaski","NB","Fullerton","Diversey","0.5","N","21","2026-01-29 03:20:33.0"
"146","Ashland","SB","35th","Pershing","0.5","S","-1","2026-01-29 03:20:32.0"
"975","Pershing","WB","Ashland","Damen","0.5","W","-1","2026-01-29 03:20:37.0"
"704","Dr Martin L King Jr","SB","83rd","87th","0.5","S","-1","2026-01-29 03:20:35.0"
"1268","Indiana","SB","127th","130th","0.297679101353","S","-1","2026-01-29 03:20:37.0"
"830","Harlem","NB","Peterson","Devon","0.54","N","-1","2026-01-29 03:20:36.0"
"220","Roosevelt","EB","Kedzie","California","0.5","W","-1","2026-01-29 03:20:34.0"
"738","Milwaukee","NW","Diversey","Belmont","0.78","N","-1","2026-01-29 03:20:35.0"
"1061","Washington","WB","Randolph","1550 West","0.1","W","-1","2026-01-29 03:20:36.0"
"394","Western","SB","Chicago","Grand","0.35","N","-1","2026-01-29 03:20:34.0"
"1293","State","SB","Congress","Roosevelt","0.56","S","19","2026-01-29 03:20:36.0"
"365","Western","NB","Lawrence","Foster","0.5","N","-1","2026-01-29 03:20:34.0"
"635","Cicero","SB","59th","63rd","0.41","S","-1","2026-01-29 03:20:35.0"
"1127","Cicero","NB","Cermak","Roosevelt","1.01614769431","S","-1","2026-01-29 03:20:35.0"
"488","111th","WB","Michigan","Stewart","0.61","E","-1","2026-01-29 03:20:35.0"
"1105","Cermak","WB","City Boundary","Cicero","0.246436741944","W","28","2026-01-29 03:20:36.0"
"156","Ashland","SB","North Ave","Milwaukee","0.45","N","-1","2026-01-29 03:20:32.0"
"279","Irving Park","EB","Pacific","Oriole","0.5","W","-1","2026-01-29 03:20:34.0"
"81","Pulaski","SB","Van Buren","Roosevelt","0.62","S","21","2026-01-29 03:20:33.0"
"798","Stony Island","NB","91st","87th","0.5","S","-1","2026-01-29 03:20:36.0"
"249","55th","EB","Central","Laramie","0.5","W","-1","2026-01-29 03:20:35.0"
"409","79th","EB","Halsted","Vincennes","0.5","W","25","2026-01-29 03:20:34.0"
"565","Cicero","NB","67th","63rd","0.5","S","-1","2026-01-29 03:20:34.0"
"67","Pulaski","SB","71st","79th","1.0","S","-1","2026-01-29 03:20:33.0"
"1229","Halsted","NB","Diversey","Belmont","0.5","N","-1","2026-01-29 03:20:36.0"
"398","Western","SB","Fullerton","Milwaukee","0.55","N","-1","2026-01-29 03:20:34.0"
"687","Dr Martin L King Jr","NB","79th","75th","0.5","S","-1","2026-01-29 03:20:35.0"
"783","Peterson","WB","Cicero","Edens Expy","0.12","W","-1","2026-01-29 03:20:35.0"
"334","Western","NB","83rd","79th","0.5","S","-1","2026-01-29 03:20:34.0"
"198","North","WB","Austin","Narragansett","0.48","W","-1","2026-01-29 03:20:33.0"
"518","Archer","WB","Damen","Western","0.63","S","-1","2026-01-29 03:20:35.0"
"310","Irving Park","WB","Central Park","Pulaski","0.5","W","-1","2026-01-29 03:20:34.0"
"1196","Halsted","NB","111th","107th","0.5","S","-1","2026-01-29 03:20:35.0"
"17","55th","WB","Cicero","Laramie","0.54","W","-1","2026-01-29 03:20:33.0"
"269","87th","WB","Western","California","0.5","W","-1","2026-01-29 03:20:34.0"
"5","Garfield","EB","Western","Damen","0.5","W","25","2026-01-29 03:20:33.0"
"152","Ashland","SB","Washington","Harrison","0.6","N","23","2026-01-29 03:20:32.0"
"822","Torrence","NB","107th","103rd","0.5","S","-1","2026-01-29 03:20:36.0"
"494","Archer","EB","Austin","Central","0.51","S","-1","2026-01-29 03:20:36.0"
